T1-Alpha-P3,T1-Alpha-P4,T1-Theta-P3,T1-Theta-P4,T2-Alpha-P3,T2-Alpha-P4,T2-Theta-P3,T2-Theta-P4,T3-Alpha-P3,T3-Alpha-P4,T3-Theta-P3,T3-Theta-P4,T4-Alpha-P3,T4-Alpha-P4,T4-Theta-P3,T4-Theta-P4,T5-Alpha-P3,T5-Alpha-P4,T5-Theta-P3,T5-Theta-P4,T6-Alpha-P3,T6-Alpha-P4,T6-Theta-P3,T6-Theta-P4,T7-Alpha-P3,T7-Alpha-P4,T7-Theta-P3,T7-Theta-P4,T8-Alpha-P3,T8-Alpha-P4,T8-Theta-P3,T8-Theta-P4
-1.5765166949677223e-14,-1.2434497875801753e-14,-2.3092638912203256e-14,-2.842170943040401e-14,1.6929530853359256,-2.185274063383636,2.7083390906504654,17.54110119189387,3.2906388283738504,-4.009721549196085,5.322954575199184,34.721685028523595,4.707011632083709,-5.149156467654116,7.753221021352596,51.19097652765119,5.87346067895016,-5.34918156316542,9.914623522219845,66.61735110942435,6.745031923012162,-4.451803481093838,11.731580982876348,80.69707297598191,7.303869771252649,-2.413078336109569,13.139981491789914,93.16209544570158,7.559369881050593,0.6897941893606898,14.089335445262236,103.7867172576372
7.5448760843656935,4.662434934614167,14.544450938030783,112.3929109810625,7.311265337330829,9.207894744543431,14.486567121019144,118.85419837351631,6.918293924745873,13.95067431535765,13.91391959423412,123.09799974535946,6.424933503543393,18.468085235948635,12.84172811615219,125.10638871047044,5.880133221066504,22.326316785726085,11.301622254728212,124.91522737679098,5.315411590770271,25.118222115127967,9.340542385976581,122.61172240420692,4.740340707644136,26.499559990880634,7.019147456482518,118.33047200529009,4.1415348196362665,26.2205113360031,4.409766661377631,112.24813666558207
3.485307104371099,24.14977390325821,1.593956505323023,104.57695490174737,2.72367225723747,20.289160454105826,-1.3402665188665814,95.55735471856794,1.8030005231295734,14.777511292393744,-4.301428707758232,85.4499373449751,0.6744163175719091,7.883831131177848,-7.197713597109615,74.52715597490123,-0.6951910728089965,-0.009555325388667768,-9.940059632460988,63.06499714857293,-2.3128651256684245,-8.432352459335615,-12.445122833718877,51.3349386093125,-4.151369849538931,-16.85810205899343,-14.6379901021743,39.59645217919265,-6.144448934938031,-24.740178778421424,-16.454559707019122,28.09026631877285
-8.186737736530162,-31.549649480942676,-17.84354211369523,17.03253132825955,-10.138960519505025,-36.81250251748789,-18.768037789299974,6.610017814512954,-11.83830673580757,-40.14367430542115,-19.206646469118493,-3.0235367454643303,-13.113117018630142,-41.275409755902174,-19.154062792932965,-11.749846860964844,-13.800293183022202,-40.077677606710694,-18.621098262616368,-19.48716527384976,-13.763436225139175,-36.568911394189705,-17.63408284700826,-26.18997206303108,-12.909704648476845,-30.916302827332288,-16.23365833007613,-31.847315250513457,-11.203584524996007,-23.42582025542759,-14.473032378823206,-36.47995137914097
-8.676106200872145,-14.522955493806839,-12.4158109847226,-40.13652133729228,-5.428475846081329,-4.725868859425498,-10.133562355152836,-42.88907059044177,-1.6294310001613166,5.387194284006586,-7.703238532640503,-44.82818346797171,2.494035107130601,15.214406393805053,-5.204514901836301,-46.057887421915396,6.672373768867262,24.16886013169121,-2.717067215592577,-46.69041660654103,10.614660925710119,31.716922848989327,-0.31779489452225285,-46.84089831237691,14.033476858828148,37.413978800580225,1.9219665072046688,-46.62206701852529,16.67087949515625,40.93468286935018,3.939108685426211,-46.13925884588767
18.322440423952855,42.09486612823329,5.681081080893707,-45.48605200605003,18.85652463820202,40.86297417028551,7.107687308672224,-44.74088568420649,18.22669464588258,37.360068122333765,8.19221798127786,-43.96485786709472,16.476140622648142,31.848766940459793,8.921916057576174,-43.20068452097247,13.734117801778261,24.71274243323714,9.297905025152698,-42.472569473793826,10.205111282910796,16.428915517394024,9.334748982083253,-41.786679274123316,6.151794063923518,7.534390783190979,9.059737004110675,-41.13206278489542,1.8730495784101029,-1.410057948592172,8.511859789430037,-40.48206633396052
-2.321464889069838,-9.858248039197681,7.740327372093809,-39.79649119308921,-6.138358049265059,-17.31660575376319,6.802447740002674,-39.02477679871027,-9.326651129616847,-23.379108302255737,5.760820039336751,-38.110241304157014,-11.700009130881284,-27.755558954274342,4.68002494066153,-36.9950129062304,-13.152071011155199,-30.28963886704308,3.623197908732952,-35.62496210633136,-13.662617536560271,-30.964141492759197,2.6489683833113915,-33.95381736623649,-13.293733331476073,-29.892713821540507,1.8091595204318605,-31.9458468056715,-12.176922445197214,-27.299869837098342,1.1473775163179454,-29.576990354565968
-10.493642640264845,-23.492919995909563,0.6983261572959645,-26.83483640785716,-8.452489673764005,-18.83017912502804,0.4874958208418949,-23.71812720679033,-6.266247053955534,-13.689439937995271,0.5308555910031032,-20.236469303057802,-4.131303925819941,-8.439412210546966,0.8343495577346829,-16.410582041534195,-2.2109420711130907,-3.415330774125941,1.3932713106160826,-12.272919562533529,-0.6232527865726931,1.1008800068457951,2.1917923599751745,-7.868167363725128,0.565924948964355,4.8955784636453465,3.2029751141217666,-3.2530543279662254,1.344783050015888,7.832899750454487,4.389502279213183,1.5048796708044438
1.7518249585423762,9.857766041817642,5.705135062169596,6.329523970626495,1.8667386127099963,10.99155869432698,7.096703371296435,11.139058324139047,1.7966877476952092,11.320613148907476,8.50635219770302,15.848954092204167,1.6596952896932464,10.97902842125626,9.873808847738733,20.37474798587722,1.5674333025125566,10.128407799446677,11.138555009309266,24.634456065809317,1.6099709344471504,8.937753873099517,12.24192884728189,28.55075400805866,1.8446355611085767,7.566391326325172,13.12923603076791,32.05313299312959,2.290239286072813,6.15166274017689,13.751890084521328,35.08011873668809
2.9269367640943784,4.801935541968406,14.069506291691946,37.58146788482949,3.7011197454597067,3.594458914008241,14.051783877176618,39.52010359572757,4.534149053021602,2.576972491321266,13.679972474890153,40.873488210960716,5.333511992530106,1.7719089300739501,12.94778158237696,41.63424795902614,6.005000838581175,1.1822096429721665,11.861706820079435,41.81006273295293,6.46450383867017,0.7977738039901503,10.440831774103815,41.42296344436562,6.648073564619167,0.6015668191689674,8.716211498915543,40.50824238879793,6.519094723770788,0.5744358946242087,6.729934892844829,39.113151667500645
